pathway	p-value
MSigDB:PETRETTO_HEART_MASS_QTL_CIS_UP	1.1679591059929694E-6
MSigDB:DELACROIX_RAR_TARGETS_UP	1.1904130911737921E-6
MSigDB:BENPORATH_SUZ12_TARGETS	1.2136270974338457E-6
MSigDB:WP_SELENIUM_MICRONUTRIENT_NETWORK	1.243822296395324E-6
MSigDB:KORKOLA_EMBRYONIC_CARCINOMA_VS_SEMINOMA_UP	1.294356102421538E-6
MSigDB:REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	1.3103445644335473E-6
MSigDB:WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING_PATHWAY	1.325379066263166E-6
MSigDB:MA_RAT_AGING_UP	1.3338173161029744E-6
MSigDB:MONTERO_THYROID_CANCER_POOR_SURVIVAL_DN	1.3531212331344225E-6
MSigDB:BOSCO_TH1_CYTOTOXIC_MODULE	1.3642968040721798E-6
MSigDB:SESTO_RESPONSE_TO_UV_C6	1.387691760689448E-6
MSigDB:VANLOO_SP3_TARGETS_DN	1.3986112213175067E-6
MSigDB:WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC	1.4105953146502793E-6
MSigDB:LIN_TUMOR_ESCAPE_FROM_IMMUNE_ATTACK	1.4214124934567957E-6
MSigDB:WP_EFFECT_OF_INTESTINAL_MICROBIOME_ON_ANTICOAGULANT_RESPONSE_OF_VITAMIN_K_ANTAGONISTS	1.4591923036458678E-6
MSigDB:WU_HBX_TARGETS_1_UP	1.4629349998912746E-6
MSigDB:NAKAJIMA_MAST_CELL	1.4662291264823963E-6
MSigDB:SHIN_B_CELL_LYMPHOMA_CLUSTER_3	1.5199478498995315E-6
MSigDB:MOHANKUMAR_HOXA1_TARGETS_DN	1.5282839617189518E-6
MSigDB:WANG_IMMORTALIZED_BY_HOXA9_AND_MEIS1_UP	1.5331833966055533E-6
MSigDB:REACTOME_MET_ACTIVATES_PTPN11	1.5366117911730164E-6
MSigDB:DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP	1.539244775606608E-6
MSigDB:REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	1.554117423593021E-6
MSigDB:OKUMURA_INFLAMMATORY_RESPONSE_LPS	1.5696737070736478E-6
MSigDB:AMIT_EGF_RESPONSE_60_MCF10A	1.5772124968140837E-6
MSigDB:ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	1.5944186490527902E-6
MSigDB:COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	1.6003127326922599E-6
MSigDB:ZHAN_MULTIPLE_MYELOMA_CD1_DN	1.6123943173407883E-6
MSigDB:FERRARI_RESPONSE_TO_FENRETINIDE_UP	1.6739944672561522E-6
MSigDB:WP_ANTIVIRAL_AND_ANTIINFLAMMATORY_EFFECTS_OF_NRF2_ON_SARSCOV2_PATHWAY	1.700547585845426E-6
MSigDB:TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	1.707036169897135E-6
MSigDB:ZWANG_CLASS_1_TRANSIENTLY_INDUCED_BY_EGF	1.737928707209905E-6
MSigDB:PID_TOLL_ENDOGENOUS_PATHWAY	1.7910634650035194E-6
MSigDB:ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	1.798156291535907E-6
MSigDB:LIU_VAV3_PROSTATE_CARCINOGENESIS_DN	1.8284590853997147E-6
MSigDB:SHIPP_DLBCL_CURED_VS_FATAL_UP	1.869962922028293E-6
MSigDB:PID_ANTHRAX_PATHWAY	1.878140965650768E-6
MSigDB:GALIE_TUMOR_STEMNESS_GENES	1.9079679040217686E-6
MSigDB:GHO_ATF5_TARGETS_DN	1.9351134504799862E-6
MSigDB:WANG_HCP_PROSTATE_CANCER	1.9357045860842042E-6
MSigDB:ROPERO_HDAC2_TARGETS	1.966928771774987E-6
MSigDB:CERVERA_SDHB_TARGETS_1_UP	1.971979044295127E-6
MSigDB:REACTOME_PECAM1_INTERACTIONS	1.9992286287705424E-6
MSigDB:MARKS_HDAC_TARGETS_DN	2.0235860520965438E-6
MSigDB:LEE_AGING_NEOCORTEX_UP	2.1715737009729368E-6
MSigDB:GAURNIER_PSMD4_TARGETS	2.220187484231316E-6
MSigDB:GRADE_COLON_AND_RECTAL_CANCER_DN	2.225062796147889E-6
MSigDB:LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP	2.2504318499645235E-6
MSigDB:WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER	2.274092889296141E-6
MSigDB:PIEPOLI_LGI1_TARGETS_DN	2.2772411259963225E-6
MSigDB:MARTINEZ_RB1_TARGETS_UP	2.3532186832103635E-6
MSigDB:MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	2.3533484832797773E-6
MSigDB:WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION	2.415956652031898E-6
MSigDB:OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_UP	2.449177011584011E-6
MSigDB:VILIMAS_NOTCH1_TARGETS_UP	2.5444961578314605E-6
MSigDB:WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA	2.5731298780675476E-6
MSigDB:SMID_BREAST_CANCER_BASAL_UP	2.5789767409426372E-6
MSigDB:KEGG_PRION_DISEASES	2.609036046853122E-6
MSigDB:REACTOME_ALPHA_DEFENSINS	2.643665602649779E-6
MSigDB:WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_UP	2.646215115607039E-6
MSigDB:NEWMAN_ERCC6_TARGETS_UP	2.7479623578486947E-6
MSigDB:FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN	2.7980583380595085E-6
MSigDB:NAISHIRO_CTNNB1_TARGETS_WITH_LEF1_MOTIF	2.8029920659744017E-6
MSigDB:WP_16P112_DISTAL_DELETION_SYNDROME	2.8137594356048543E-6
MSigDB:PID_ARF6_TRAFFICKING_PATHWAY	2.8227923815344732E-6
MSigDB:BIOCARTA_NO2IL12_PATHWAY	2.880926073320117E-6
MSigDB:HILLION_HMGA1B_TARGETS	2.8846184624529506E-6
MSigDB:WP_COVID19_AND_ENDOTHELIAL_CELL_SENESCENCE	2.945194864865381E-6
MSigDB:PID_IL23_PATHWAY	2.9618807425789345E-6
MSigDB:DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN	2.974944228644981E-6
MSigDB:HALLMARK_ESTROGEN_RESPONSE_EARLY	2.9827138540698534E-6
MSigDB:LUCAS_HNF4A_TARGETS_UP	3.0748823994557878E-6
MSigDB:BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN	3.188695199529044E-6
MSigDB:RUAN_RESPONSE_TO_TROGLITAZONE_DN	3.282363841342677E-6
MSigDB:FERRANDO_LYL1_NEIGHBORS	3.2876639910537436E-6
MSigDB:GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	3.401724054812071E-6
MSigDB:FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN	3.4245922802315053E-6
MSigDB:REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	3.427549939702125E-6
MSigDB:SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN	3.445391276659569E-6
MSigDB:CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	3.4656598241715217E-6
MSigDB:WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_DN	3.5640577047265813E-6
MSigDB:BORLAK_LIVER_CANCER_EGF_UP	3.5868256027065246E-6
MSigDB:MEISSNER_NPC_HCP_WITH_H3K4ME2	3.5877131817392233E-6
MSigDB:FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	3.5916229938259833E-6
MSigDB:PID_IL12_STAT4_PATHWAY	3.617619308063203E-6
MSigDB:TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	3.686923067528345E-6
MSigDB:MORI_PRE_BI_LYMPHOCYTE_DN	3.7880102470320513E-6
MSigDB:CASTELLANO_NRAS_TARGETS_UP	3.832639170746748E-6
MSigDB:ZHAN_MULTIPLE_MYELOMA_LB_UP	3.833038405280258E-6
MSigDB:SWEET_KRAS_ONCOGENIC_SIGNATURE	3.912006862577331E-6
MSigDB:BROWNE_HCMV_INFECTION_14HR_DN	3.989211277174005E-6
MSigDB:BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	4.0370812618386104E-6
MSigDB:BREDEMEYER_RAG_SIGNALING_VIA_ATM_NOT_VIA_NFKB_UP	4.042074713611335E-6
MSigDB:MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_DN	4.0997228278674615E-6
MSigDB:ODONNELL_TFRC_TARGETS_UP	4.133328998677999E-6
MSigDB:BLALOCK_ALZHEIMERS_DISEASE_UP	4.416027251809789E-6
MSigDB:BURTON_ADIPOGENESIS_PEAK_AT_2HR	4.6915111392880545E-6
MSigDB:BIOCARTA_TCAPOPTOSIS_PATHWAY	4.72438229013948E-6
MSigDB:LUCAS_HNF4A_TARGETS_DN	4.786652186838328E-6
MSigDB:WP_APOE_AND_MIR146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS	4.907625073911706E-6
MSigDB:WP_TGFBETA_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION	4.9496380409013E-6
MSigDB:DE_YY1_TARGETS_DN	4.991331757109226E-6
MSigDB:DAZARD_UV_RESPONSE_CLUSTER_G28	5.073694145059389E-6
MSigDB:MIKKELSEN_ES_ICP_WITH_H3K4ME3	5.092379720835808E-6
MSigDB:BROCKE_APOPTOSIS_REVERSED_BY_IL6	5.1539986746872785E-6
MSigDB:BROWNE_HCMV_INFECTION_2HR_UP	5.266683702666441E-6
MSigDB:WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER	5.3343820889150424E-6
MSigDB:KEGG_MELANOMA	5.3982389589753E-6
MSigDB:STANELLE_E2F1_TARGETS	5.470125827963911E-6
MSigDB:BIOCARTA_NPP1_PATHWAY	5.576644865196834E-6
MSigDB:YAGI_AML_WITH_T_8_21_TRANSLOCATION	5.59608222561413E-6
MSigDB:REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	5.69478402921251E-6
MSigDB:REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	5.698508466510356E-6
MSigDB:BHAT_ESR1_TARGETS_VIA_AKT1_DN	5.739890334277171E-6
MSigDB:RODRIGUES_NTN1_TARGETS_DN	5.76174069872888E-6
MSigDB:LEIN_MIDBRAIN_MARKERS	5.7766875895239524E-6
MSigDB:JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	5.855774839792643E-6
MSigDB:BIOCARTA_VITCB_PATHWAY	6.0711084548455275E-6
MSigDB:DARWICHE_PAPILLOMA_RISK_HIGH_UP	6.154149360545458E-6
MSigDB:LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	6.219030716344552E-6
MSigDB:HWANG_PROSTATE_CANCER_MARKERS	6.418840487452867E-6
MSigDB:YANG_BREAST_CANCER_ESR1_LASER_UP	6.500710129134734E-6
MSigDB:WP_TROP2_REGULATORY_SIGNALING	6.542822220638994E-6
MSigDB:KOBAYASHI_RESPONSE_TO_ROMIDEPSIN	6.684175711732816E-6
MSigDB:SMID_BREAST_CANCER_LUMINAL_A_UP	6.794024467348407E-6
MSigDB:WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	6.817111487464449E-6
MSigDB:PASTURAL_RIZ1_TARGETS_DN	6.8691647432002775E-6
MSigDB:FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN	6.993958367767576E-6
MSigDB:REACTOME_VISUAL_PHOTOTRANSDUCTION	7.051709633453864E-6
MSigDB:LU_EZH2_TARGETS_DN	7.068655249016491E-6
MSigDB:MULLIGHAN_MLL_SIGNATURE_1_DN	7.080969062629826E-6
MSigDB:YAMANAKA_GLIOBLASTOMA_SURVIVAL_UP	7.138475107323629E-6
MSigDB:PID_A6B1_A6B4_INTEGRIN_PATHWAY	7.147022478809166E-6
MSigDB:TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	7.202599805426925E-6
MSigDB:RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	7.675194120653197E-6
MSigDB:FERNANDEZ_BOUND_BY_MYC	7.735633137869882E-6
MSigDB:DER_IFN_BETA_RESPONSE_DN	7.89102026264916E-6
MSigDB:BIOCARTA_CYTOKINE_PATHWAY	7.927478110932449E-6
MSigDB:WP_VITAMIN_D_RECEPTOR_PATHWAY	8.058247303505207E-6
MSigDB:LEIN_OLIGODENDROCYTE_MARKERS	8.063936549123541E-6
MSigDB:RIGGINS_TAMOXIFEN_RESISTANCE_DN	8.098108873291033E-6
MSigDB:FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_UP	8.11540001637143E-6
MSigDB:PLASARI_TGFB1_TARGETS_1HR_UP	8.234563506841925E-6
MSigDB:HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	8.29781081026118E-6
MSigDB:PEREZ_TP53_TARGETS	8.401520658304553E-6
MSigDB:MISIAK_ANAPLASTIC_THYROID_CARCINOMA_DN	8.480392717961454E-6
MSigDB:VALK_AML_WITH_11Q23_REARRANGED	8.604493421561242E-6
MSigDB:GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	8.671557886086136E-6
MSigDB:HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN	8.806835268985052E-6
MSigDB:REACTOME_GLUCOSE_METABOLISM	8.841328433680909E-6
MSigDB:GROSS_ELK3_TARGETS_DN	8.867865210393209E-6
MSigDB:ZERBINI_RESPONSE_TO_SULINDAC_UP	8.879280760777895E-6
MSigDB:PID_S1P_S1P1_PATHWAY	8.969482604074262E-6
MSigDB:WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_UP	9.057303635233118E-6
MSigDB:GOUYER_TUMOR_INVASIVENESS	9.067497259482581E-6
MSigDB:DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	9.147607192338292E-6
MSigDB:RASHI_RESPONSE_TO_IONIZING_RADIATION_2	9.331552074468793E-6
MSigDB:WP_INFLAMMATORY_BOWEL_DISEASE_SIGNALING	9.402766081801339E-6
MSigDB:WU_HBX_TARGETS_3_DN	9.443648287891977E-6
MSigDB:SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	9.445280786708773E-6
MSigDB:WIELAND_UP_BY_HBV_INFECTION	9.949680550527217E-6
MSigDB:PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_DN	1.0074294746314978E-5
MSigDB:ZHANG_GATA6_TARGETS_UP	1.0120447772399256E-5
MSigDB:GUTIERREZ_WALDENSTROEMS_MACROGLOBULINEMIA_1_DN	1.0204385385037853E-5
MSigDB:SENGUPTA_EBNA1_ANTICORRELATED	1.031320902934559E-5
MSigDB:IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	1.0498153346568145E-5
MSigDB:DARWICHE_PAPILLOMA_RISK_LOW_UP	1.0607716063122466E-5
MSigDB:LINDVALL_IMMORTALIZED_BY_TERT_UP	1.0741358686183549E-5
MSigDB:BILD_SRC_ONCOGENIC_SIGNATURE	1.0746180634057227E-5
MSigDB:REACTOME_MET_RECEPTOR_ACTIVATION	1.0746950763298979E-5
MSigDB:MARTIN_VIRAL_GPCR_SIGNALING_DN	1.0775632924814441E-5
MSigDB:RANKIN_ANGIOGENIC_TARGETS_OF_VHL_HIF2A_DN	1.0995874848057233E-5
MSigDB:JIANG_HYPOXIA_CANCER	1.1192747081516998E-5
MSigDB:ZIRN_TRETINOIN_RESPONSE_WT1_UP	1.1238781654292644E-5
MSigDB:WU_HBX_TARGETS_1_DN	1.1358231880719253E-5
MSigDB:REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA	1.1377275736293503E-5
MSigDB:LI_PROSTATE_CANCER_EPIGENETIC	1.1730591686297471E-5
MSigDB:REACTOME_ALK_MUTANTS_BIND_TKIS	1.1756612706527469E-5
MSigDB:ABDELMOHSEN_ELAVL4_TARGETS	1.2058947446321705E-5
MSigDB:PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_DN	1.2144967114940038E-5
MSigDB:YOSHIMURA_MAPK8_TARGETS_DN	1.2401195307035385E-5
MSigDB:GUTIERREZ_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	1.2961566800710426E-5
MSigDB:BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN	1.2977399013194296E-5
MSigDB:WEI_MIR34A_TARGETS	1.3070256100870208E-5
MSigDB:KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.3178742610182997E-5
MSigDB:WP_SEROTONIN_TRANSPORTER_ACTIVITY	1.3240935281317743E-5
MSigDB:GAVIN_FOXP3_TARGETS_CLUSTER_P4	1.3349632192497725E-5
MSigDB:BROWNE_HCMV_INFECTION_20HR_DN	1.3388125907567888E-5
MSigDB:BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP	1.3419630781822998E-5
MSigDB:WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_DN	1.3464421222092893E-5
MSigDB:MASSARWEH_RESPONSE_TO_ESTRADIOL	1.3753028348327517E-5
MSigDB:WP_LINOLEIC_ACID_METABOLISM_AFFECTED_BY_SARSCOV2	1.4157925087739507E-5
MSigDB:REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL	1.4165814472054105E-5
MSigDB:VALK_AML_WITH_T_8_21_TRANSLOCATION	1.4262146428730045E-5
MSigDB:JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	1.4302076978245938E-5
MSigDB:WP_INTEGRINMEDIATED_CELL_ADHESION	1.4341380753598821E-5
MSigDB:REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	1.436121187478545E-5
MSigDB:LIAO_METASTASIS	1.443500621740818E-5
MSigDB:REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS	1.475488565842052E-5
MSigDB:KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION	1.4877259675785933E-5
MSigDB:WP_PI3KAKTMTOR_VITAMIN_D3_SIGNALING	1.5018182027479799E-5
MSigDB:PID_IL4_2PATHWAY	1.5256046153333528E-5
MSigDB:SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	1.5373659815592256E-5
MSigDB:KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1.5381978136294038E-5
MSigDB:SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_UP	1.540582310772789E-5
MSigDB:ENK_UV_RESPONSE_EPIDERMIS_UP	1.5578329679220906E-5
MSigDB:WANG_LSD1_TARGETS_UP	1.5716087099232564E-5
MSigDB:MIKKELSEN_ES_ICP_WITH_H3K27ME3	1.5748538004814817E-5
MSigDB:HAHTOLA_SEZARY_SYNDROM_DN	1.576812854091363E-5
MSigDB:EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	1.6241310098594412E-5
MSigDB:VALK_AML_WITH_FLT3_ITD	1.624655197511736E-5
MSigDB:LEE_DOUBLE_POLAR_THYMOCYTE	1.636117415002829E-5
MSigDB:BIOCARTA_FREE_PATHWAY	1.637534652384372E-5
MSigDB:WANG_ESOPHAGUS_CANCER_PROGRESSION_UP	1.6429293461674613E-5
MSigDB:CROMER_TUMORIGENESIS_DN	1.6469191588788672E-5
MSigDB:BURTON_ADIPOGENESIS_9	1.6476678705814778E-5
MSigDB:ZHANG_TARGETS_OF_EWSR1_FLI1_FUSION	1.6681837005858024E-5
MSigDB:IGLESIAS_E2F_TARGETS_DN	1.6775243563469616E-5
MSigDB:KEGG_VIRAL_MYOCARDITIS	1.6804681320514496E-5
MSigDB:REACTOME_FRUCTOSE_METABOLISM	1.6897759989883093E-5
MSigDB:STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_UP	1.693120081535668E-5
MSigDB:MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	1.7004131985206423E-5
MSigDB:WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING	1.70636805830786E-5
MSigDB:MATZUK_POSTIMPLANTATION_AND_POSTPARTUM	1.7144624480479244E-5
MSigDB:MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN	1.74186503798639E-5
MSigDB:REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	1.7650708764121106E-5
MSigDB:YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_9	1.7688075455911824E-5
MSigDB:CHEN_HOXA5_TARGETS_6HR_UP	1.817263823159341E-5
MSigDB:WP_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS	1.8244165078023418E-5
MSigDB:AMIT_EGF_RESPONSE_60_HELA	1.860420280806621E-5
MSigDB:WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	1.8769524280326702E-5
MSigDB:WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873	1.8825008263501303E-5
MSigDB:WP_OSTEOCLAST_SIGNALING	1.8899272540638993E-5
MSigDB:BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN	1.9199761714378235E-5
MSigDB:XU_CREBBP_TARGETS_DN	1.9301445429799853E-5
MSigDB:TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_DN	1.9418852962381603E-5
MSigDB:GALE_APL_WITH_FLT3_MUTATED_DN	1.9478391197091087E-5
MSigDB:FIGUEROA_AML_METHYLATION_CLUSTER_2_DN	1.9482419713282667E-5
MSigDB:KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD	1.9549706306207316E-5
MSigDB:ENK_UV_RESPONSE_EPIDERMIS_DN	2.0381920588015703E-5
MSigDB:BENPORATH_ES_WITH_H3K27ME3	2.0457532004339156E-5
MSigDB:MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	2.0470074809508142E-5
MSigDB:HALLMARK_ESTROGEN_RESPONSE_LATE	2.08602300079899E-5
MSigDB:KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	2.1266800837740306E-5
MSigDB:IBRAHIM_NRF1_DOWN	2.1373910701659142E-5
MSigDB:GRAHAM_CML_DIVIDING_VS_NORMAL_DIVIDING_DN	2.1694049827789907E-5
MSigDB:JOHNSTONE_PARVB_TARGETS_1_UP	2.214323404139527E-5
MSigDB:REACTOME_INTERFERON_GAMMA_SIGNALING	2.2622552359554676E-5
MSigDB:MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	2.2638466953723656E-5
MSigDB:KEGG_AUTOIMMUNE_THYROID_DISEASE	2.2875485187921236E-5
MSigDB:MALTA_CURATED_STEMNESS_MARKERS	2.3091778637273723E-5
MSigDB:MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA	2.3095673868080397E-5
MSigDB:MEISSNER_NPC_ICP_WITH_H3K4ME3	2.3117565886456637E-5
MSigDB:ABE_VEGFA_TARGETS_2HR	2.3175926191898866E-5
MSigDB:REACTOME_L1CAM_INTERACTIONS	2.359567188997892E-5
MSigDB:KYNG_DNA_DAMAGE_BY_4NQO	2.362511951501712E-5
MSigDB:FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP	2.383786491428445E-5
MSigDB:LIU_SOX4_TARGETS_UP	2.4148990340133823E-5
MSigDB:ZHENG_RESPONSE_TO_ARSENITE_DN	2.442669124532989E-5
MSigDB:REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	2.4654223054492853E-5
MSigDB:LANDEMAINE_LUNG_METASTASIS	2.481179412840308E-5
MSigDB:RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP	2.4850005943526657E-5
MSigDB:PID_IL27_PATHWAY	2.51134419269299E-5
MSigDB:JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_DN	2.5193304118115345E-5
MSigDB:KARLSSON_TGFB1_TARGETS_DN	2.563988892987804E-5
MSigDB:GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB	2.595699412490418E-5
MSigDB:KEGG_BLADDER_CANCER	2.5993565261497335E-5
MSigDB:PID_CERAMIDE_PATHWAY	2.637250192878369E-5
MSigDB:BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP	2.6496229896753024E-5
MSigDB:KEGG_DILATED_CARDIOMYOPATHY	2.704082746636748E-5
MSigDB:MORI_IMMATURE_B_LYMPHOCYTE_UP	2.7198696334552884E-5
MSigDB:MARTENS_BOUND_BY_PML_RARA_FUSION	2.7359118484898166E-5
MSigDB:ONO_FOXP3_TARGETS_DN	2.751786478968622E-5
MSigDB:WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	2.756528773802746E-5
MSigDB:DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	2.7638378865509103E-5
MSigDB:REACTOME_METABOLISM_OF_LIPIDS	2.7900910641509405E-5
MSigDB:HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	2.7986667404443742E-5
MSigDB:CHEN_HOXA5_TARGETS_9HR_DN	2.8012176270246465E-5
MSigDB:MEISSNER_BRAIN_HCP_WITH_H3K4ME2	2.8109932548410632E-5
MSigDB:KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	2.863271403883968E-5
MSigDB:KLEIN_PRIMARY_EFFUSION_LYMPHOMA_DN	2.8672160742258665E-5
MSigDB:MUNSHI_MULTIPLE_MYELOMA_UP	2.8780290430422918E-5
MSigDB:MCDOWELL_ACUTE_LUNG_INJURY_DN	2.90516425831855E-5
MSigDB:NAKAMURA_ADIPOGENESIS_LATE_UP	3.0309729684997108E-5
MSigDB:REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS	3.051707273065636E-5
MSigDB:LANDIS_ERBB2_BREAST_PRENEOPLASTIC_DN	3.098469447274104E-5
MSigDB:MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	3.106472160415472E-5
MSigDB:ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN	3.1497445982664156E-5
MSigDB:WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS	3.1556286300628754E-5
MSigDB:COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	3.190277321352589E-5
MSigDB:HU_GENOTOXIN_ACTION_DIRECT_VS_INDIRECT_4HR	3.217194478562778E-5
MSigDB:DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	3.2435584228057964E-5
MSigDB:WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	3.2483689468834205E-5
MSigDB:FORTSCHEGGER_PHF8_TARGETS_DN	3.249113819487798E-5
MSigDB:BIOCARTA_TCRA_PATHWAY	3.2811850337085266E-5
MSigDB:REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	3.285064303724115E-5
MSigDB:PID_IL12_2PATHWAY	3.294092364377842E-5
MSigDB:JACKSON_DNMT1_TARGETS_DN	3.2964204569073566E-5
MSigDB:YAGI_AML_WITH_11Q23_REARRANGED	3.3398475991672484E-5
MSigDB:REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	3.34975835996074E-5
MSigDB:BIOCARTA_EEA1_PATHWAY	3.424308302392066E-5
MSigDB:MOREIRA_RESPONSE_TO_TSA_DN	3.4538960220568125E-5
